ph,Solids,Turbidity,Potability
,20791.318980747023,2.9631353806316407,0
3.71608007538699,18630.057857970347,4.500656274942408,0
8.099124189298397,19909.541732292397,3.0559337496641685,0
8.316765884214679,22018.41744077529,4.628770536837084,0
9.092223456290965,17978.98633892625,4.075075425430034,0
5.584086638456089,28748.68773904612,2.5597082275565217,0
10.223862164528772,28749.716543528237,2.672988736934779,0
8.635848718500734,13672.091763901635,4.401424715445482,0
,14285.583854224516,3.5950171809576155,0
11.180284470721592,25484.50849098786,4.370561936655497,0
7.360640105838258,32452.614409143884,3.662291782852457,0
7.974521648923869,18767.65668181348,4.011718108339787,0
7.119824384264552,18730.813653342717,3.445756223321899,0
,27331.36196192776,4.413974182974902,0
7.49623220797336,28388.00488673697,4.777382337225378,0
6.347271760539316,41065.23476453935,4.376348290691898,0
7.051785800016845,30980.600786788866,4.268428857506186,0
9.181560007151536,24041.32628006128,4.503660796179122,0
8.975464347533963,19460.398131232112,2.4360855903052734,0
7.371050302429531,25630.320036999725,2.5602991476149146,0
,22305.56741374141,4.13342264357917,0
6.660212026118103,30944.363591242687,3.7497012410996176,0
,17107.224225827616,5.459250956028731,0
3.902475685915096,21167.50009896877,4.528522696326911,0
5.400301780729467,17266.593421923077,4.824786389767524,0
6.514415093251676,21218.702871190195,5.200885076539757,0
3.4450618643852127,33424.7686784948,4.184396969028851,0
,13224.935638976958,4.004871127571583,0
,26362.965012309312,3.9915642477993063,0
,15193.41347396722,6.0381849531835865,0
7.181448580829175,15196.229987483845,5.088859989138795,0
9.82548990813439,19677.892465552013,2.857472426051184,0
10.43329098280438,22326.89204571865,5.057310516515726,0
7.414148196336244,32555.85253707369,3.160624468232638,0
,14787.206264858174,5.029166724080735,0
5.115817063771218,19620.545328612152,3.9020887676437535,0
3.641629777473381,24752.072459755404,3.464353035155024,0
5.618064405909149,17281.97516841161,2.8965469413044738,0
,19942.27321818484,2.90756391519334,0
9.267187530763549,24683.723566029654,4.324004645618281,0
,11703.923907047854,3.510004044590529,0
5.331940479018537,16658.876503163574,4.434820257956548,0
7.145771545218821,28780.340431632725,5.182590703980226,0
9.920691058768153,9973.934059208535,4.69070723013249,0
4.758439424671477,21568.428779035887,4.542801461749175,0
5.702925976824722,35606.44017680798,4.137739016206605,0
6.953864225511059,10575.18628088936,3.195710328196264,0
10.68296642580598,15758.740621388915,3.999775381550061,0
,34415.853145873094,4.40558600033858,0
8.757257397440991,21536.22468744541,3.6261354416122304,0
,27492.30730658781,3.048057223106976,0
7.80963189801941,12013.550628764531,2.447444463910633,0
6.652488090855707,19871.788448305862,3.742090426349668,0
9.14719705533692,11920.610835646206,3.7945315911032105,0
10.560744636218196,21783.65103336337,3.964686350022129,0
7.484254837727466,30616.615148853696,4.781188176562564,0
8.520806572970303,28779.6500110336,3.9406045297946832,0
4.999413810796919,24323.865903045946,4.460683931737437,0
,16963.625011737488,4.405385705659032,0
,20557.240431752216,4.089907689677867,0
3.9060783549561697,32144.79993361832,3.902879711657464,0
6.391353623832183,20965.478308853573,3.92374916929651,0
,35729.692708630326,3.8556022119167,0
8.692092012708041,24656.23967944457,4.477960248233931,0
8.085759800882219,32653.910360267582,4.068688909481666,0
6.203977702278348,21815.07414790552,5.215689206119035,0
5.058108868565138,34873.9345228707,5.106655774420084,0
,27420.16742458204,4.620793451653219,0
,12830.484133775428,3.4397400415499195,0
7.261550522070718,24964.777703096523,3.636364182680497,0
7.16046723080874,6743.346065530401,3.8848910441472793,0
5.704764776213017,33223.58152874991,4.157533407489738,0
6.21727313516034,19460.38281898756,5.325833445695803,0
8.679934969964185,22984.05095148243,3.873470298448302,0
,14859.46642428366,4.655916598688822,0
6.897322141100197,25650.777643120266,5.022783630004574,0
3.514545528745279,23029.663613563636,3.762615331099367,0
3.72250048593372,37962.16799126102,3.662837731991359,0
6.455004797496717,24468.048390354597,2.2934314064128625,0
7.316804753880919,31903.399811532247,3.508372649783596,0
1.844538366498842,28689.59577768293,5.013463351103733,0
5.519125656437607,12531.60192106475,3.758995860323916,0
7.408985466924612,9566.1222701692,3.772420927989514,0
5.976769618087598,27267.981860954154,2.9946710955082176,0
6.395359131671062,23827.275015402887,4.191217514711704,0
6.209642259708484,13116.707711787025,3.6125196149467143,0
6.762832521891738,27159.38434523353,4.916579160751283,0
9.91871706385417,21470.27830541328,3.385508443856719,0
10.15544017022192,12652.362978658088,5.002467259922081,0
8.721726710620581,28608.052076372544,2.5550269039968736,0
,17153.306163452093,4.383921813522324,0
,29721.91163035013,3.355164642176155,0
6.099646705468387,20416.84099619073,3.172789769152877,0
9.026787719511631,27965.07214592841,2.0190420182011657,0
6.953371603389549,11609.109054527797,3.651865808422898,0
6.140877556947864,26687.87448333394,5.359460295012964,0
7.077874006530455,23873.378210133666,4.764508264921448,0
5.488314309012512,21485.153195191077,5.066786271784542,0
7.205559174588729,24627.867560468934,3.710053125679874,0
9.177869865892433,20868.331218998803,3.1087699879134547,0
4.270716194733736,24405.25053495276,3.763905902952325,0
7.348844511550613,11519.046527356591,4.880875156180851,0
8.526169869777789,11837.12335960845,5.083014141516923,0
,36152.8208993245,3.995973787492761,0
2.612035914817261,34798.25258680311,4.765205370159007,0
8.490571562027739,22989.79638994664,3.875556805136775,0
,22539.71161451215,3.3985925873166565,0
8.858401531200467,9624.300462110114,5.525726338121716,0
6.09815652147278,27776.901051693392,3.9773623643299727,0
8.41997068212899,13237.989604570806,3.962478314282775,0
9.286155021432371,12311.268365978076,5.239981870081682,0
7.875895135481787,12710.249451611751,4.238589203481521,0
7.725332908074757,36477.73811241909,3.7248367036447,0
3.388090610523891,20230.125576951767,2.798600948267049,0
6.745306715080959,21871.838700042492,3.9023525898765015,0
,28062.64189204036,5.6290156360573285,0
7.183825723393187,14100.968986979937,4.597165511526862,0
10.111976704648654,15331.302691753155,3.425763242173682,0
7.397413298543417,8855.114121331366,3.149157510432673,0
7.812804388310308,42550.841815771775,6.204846358828904,0
6.877456932576713,27433.587294151766,3.827650071735445,0
,16367.45837197548,4.664350321001553,0
,27418.781044480063,4.197595209206819,0
7.521051678672175,26865.37374090525,2.8807853472938367,0
8.550875469289338,28918.419953077177,3.772886607458768,0
10.308477656813704,27653.235184410696,3.285077052469842,0
,29368.67418405221,5.052736766116998,0
7.371085073209565,24913.83716589005,4.4125895367028125,0
11.180694664461903,16600.392746647067,3.8098416540991424,0
6.506487766502467,17087.076901837234,3.5487755887477364,0
6.643935774662305,10909.194592323076,3.8129529259917896,0
5.033773989751668,34971.80748262682,3.2449484773190638,0
6.91260756198984,17973.178859011827,2.6122489531921698,0
7.977635990880497,32170.06916009624,3.552129499701653,0
6.078335836509272,35957.79218259479,4.20158090550856,0
6.242414484103846,28149.41179162288,4.5087050978944845,0
6.063354789891076,14775.14559575291,3.4673369148168574,0
8.129585513966727,27834.21769634046,3.3625371351987914,0
9.56240594378952,13041.829140394102,3.7627198370300334,0
8.167792632308252,27141.36290294348,4.289395484098247,0
8.594416135206476,15791.675351127244,3.568991707976406,0
,20944.620814413163,3.679795034755029,0
6.825467900630395,46140.12684950231,3.027449578045163,0
7.861177700998561,25145.02412478556,4.157656628375073,0
4.965773559644967,21802.74489792894,3.4217668494012576,0
6.207432967614718,13442.603471136694,3.549298841293145,0
,20067.105328107053,4.417559791016322,0
9.76925100608684,8471.67738143048,4.636556195256859,0
9.630665479903348,23641.70256530387,4.920091157959163,0
5.187471605436375,20060.07872720117,3.2032578962619933,0
7.633570087677555,16312.154973975048,2.927066766886376,0
5.771199049813688,24909.44400956197,4.688959065495114,0
6.579969329401555,17657.08417649328,4.575931871590866,0
4.80115436807586,13556.734397114704,4.418638131667752,0
7.948815718151566,19129.45836544024,3.692250861269816,0
6.906992171811655,19991.23914904896,2.124759352216301,0
,22452.090807860677,4.444350199227698,0
,12224.310506438514,3.4631725477162503,0
8.46133087400179,34406.77644574729,3.771944146409479,0
7.726134807902507,21667.86874132637,3.72063690445242,0
,19549.499341288283,3.777737413505429,0
8.927078148301744,22821.254376566587,4.60186095914794,0
6.208015539719022,17358.796365042126,4.334615732320451,0
6.128425635295917,9615.832709692548,4.633823861920798,0
,11981.740191012996,2.6789107131905774,0
7.308048848275572,14600.539521891906,3.696119711501417,0
,39906.19027101487,4.35323858897122,0
8.640886408909486,26473.71323896156,5.2631015720413785,0
,20406.92767150048,4.1025294815021445,0
8.153210075272153,10280.92949674048,2.905788134056523,0
8.293720110388866,35216.385970173644,3.954715282670768,0
,21136.286764159297,3.310858508001268,0
,26009.07525933065,3.7066017915406855,0
9.489972878325856,15513.740377963157,4.219967522355668,0
7.83097634338162,7695.063934702985,4.588784656948855,0
4.430281211546542,28862.257169818786,4.384565155637755,0
7.240739638887768,23783.09955637777,3.556297467154506,0
,19517.724799117623,3.6655217644695215,0
6.867301321799131,24112.15347052457,3.8235950398688825,0
6.129637014813746,30989.94841451828,4.615886181275908,0
7.917049443177883,27192.28056064627,3.659484624888592,0
6.511618075241813,29136.814623869737,4.850433707754168,0
5.32381558430839,37625.75267985834,2.8807218458729342,0
6.769572868656792,11067.181147840996,5.220540269610252,0
5.877974040440475,13652.293199392612,4.0322595038243865,0
9.534021716164196,9472.614920464734,2.7682389284849696,0
6.340027628047595,45222.50666548316,3.6860013242472816,0
8.661592429959121,27088.476460253085,3.6704310100631887,0
5.653506134793232,16462.460086163886,5.198985503613217,0
6.6260121840753055,25839.894103711547,4.194313129305396,0
7.793833572993554,18344.680360836188,4.172935335264329,0
7.593127650277594,18371.057201088257,3.377337638120141,0
7.362736501949787,16268.44860625852,4.408513182397498,0
9.32030544529501,16002.138319545113,4.20580973235456,0
3.719791644371925,23590.93212865605,2.7183977338802885,0
6.655605025818962,20571.845708443558,2.9516447152886705,0
9.868877880662472,15326.855914122048,3.355489790912581,0
5.590614435866259,35370.73551522427,4.726845016869534,0
5.554436511156818,31344.460394369864,2.0959140868029458,0
4.126528715100222,11215.945901592888,4.460200983755287,0
5.970035656942926,16324.115196182343,5.428674071623728,0
,16162.26230660764,4.600927568902867,0
8.369154353699956,12975.9003341113,3.629749330548915,0
6.284248242254425,12206.681209872297,3.377132288772658,0
11.26782838471403,6040.369868025334,4.153347001241887,0
9.298018008096014,13990.513403071998,3.6813242439844016,0
7.895469245942458,7769.616118841751,4.236947299515631,0
7.947485785725746,34440.77343351387,3.700853839705055,0
10.026159156427404,14962.177833160747,4.182277581713326,0
6.48819323961521,34864.42789348474,4.592073570820997,0
5.869736755337525,22244.218235890683,4.689315047790611,0
,21410.31962366429,3.659974811789956,0
5.304142660215901,25299.51155745438,4.165723663998691,0
7.533614822992929,11642.727540809405,3.462763987423452,0
4.07760772456597,18194.95413992543,2.758658531189276,0
,37928.14217716675,3.873853349593973,0
7.0861684008433095,4304.492483085919,3.4165397533412,0
6.271012171064563,24846.141872428983,5.303581360575867,0
7.95776834399615,17162.398420975343,3.4507458924446017,0
8.875642278454443,28487.7085978243,4.006991558563305,0
,18257.569271194705,4.358298340908286,0
6.613709117641848,25648.569496257434,3.539771111373992,0
7.735705021751655,16723.97724364579,2.1486115361452747,0
9.925041328429108,10704.6031822988,4.703803488576944,0
9.002583109651113,19523.12486468928,4.904837414733298,0
5.095766464935885,26307.29845475983,4.352193469514868,0
8.594677108362674,23220.120613390383,4.754072499317674,0
7.083779060507377,8580.245561280903,3.887680684530791,0
7.682872498072526,12105.721934269564,3.778606787628922,0
,18272.50597305346,3.313199021657446,0
6.419772473512519,30759.681440190925,3.095233156816077,0
4.443238899143103,25008.53224756482,3.268324835835596,0
6.978664262373817,23114.446075687887,4.766943236072579,0
6.623613565745125,17167.301297022455,2.9151659507443948,0
3.664710561719395,28102.75662504674,3.3161576568421625,0
4.814135620889671,17650.405049112054,5.190851804612128,0
5.779673705175217,24160.35432097404,4.656377232957477,0
6.93781878337901,12626.197921957626,3.724089564346497,0
3.71608007538699,18630.057857970347,4.500656274942408,0
8.316765884214679,22018.41744077529,4.628770536837084,0
9.092223456290965,17978.98633892625,4.075075425430034,0
5.584086638456089,28748.68773904612,2.5597082275565217,0
10.223862164528772,28749.71654352824,2.672988736934779,0
8.635848718500734,13672.091763901635,4.401424715445482,0
11.180284470721592,25484.50849098786,4.370561936655497,0
7.360640105838258,32452.614409143884,3.662291782852457,0
7.974521648923869,18767.65668181348,4.011718108339787,0
7.080794504276835,27331.36196192776,4.413974182974902,0
7.49623220797336,28388.00488673697,4.777382337225378,0
6.347271760539316,41065.23476453935,4.376348290691898,0
7.051785800016845,30980.600786788866,4.268428857506186,0
9.181560007151536,24041.32628006128,4.503660796179122,0
8.975464347533963,19460.398131232112,2.4360855903052734,0
7.371050302429531,25630.320036999725,2.5602991476149146,0
7.080794504276835,22305.56741374141,4.13342264357917,0
6.660212026118103,30944.363591242687,3.7497012410996176,0
7.080794504276835,17107.224225827616,5.459250956028731,0
3.902475685915096,21167.50009896877,4.528522696326911,0
5.400301780729467,17266.593421923077,4.824786389767524,0
6.514415093251676,21218.702871190195,5.200885076539757,0
3.4450618643852127,33424.7686784948,4.184396969028851,0
7.080794504276835,13224.935638976958,4.004871127571583,0
7.080794504276835,26362.965012309312,3.9915642477993054,0
7.080794504276835,15193.41347396722,6.0381849531835865,0
7.181448580829175,15196.229987483845,5.088859989138795,0
9.82548990813439,19677.892465552013,2.857472426051184,0
10.43329098280438,22326.89204571865,5.057310516515726,0
7.414148196336244,32555.85253707369,3.160624468232638,0
7.080794504276835,14787.206264858174,5.029166724080735,0
5.115817063771218,19620.545328612152,3.9020887676437535,0
3.641629777473381,24752.072459755404,3.464353035155024,0
5.618064405909149,17281.97516841161,2.8965469413044738,0
9.267187530763549,24683.723566029654,4.324004645618281,0
5.331940479018537,16658.876503163574,4.434820257956548,0
7.145771545218821,28780.340431632725,5.182590703980226,0
9.920691058768153,9973.934059208535,4.69070723013249,0
4.758439424671477,21568.428779035887,4.542801461749175,0
5.702925976824722,35606.44017680798,4.137739016206605,0
10.68296642580598,15758.740621388915,3.999775381550061,0
7.080794504276835,34415.853145873094,4.40558600033858,0
8.757257397440991,21536.22468744541,3.6261354416122304,0
7.080794504276835,27492.30730658781,3.048057223106976,0
9.14719705533692,11920.610835646206,3.7945315911032105,0
10.560744636218196,21783.65103336337,3.964686350022129,0
7.484254837727466,30616.615148853696,4.781188176562564,0
8.520806572970303,28779.6500110336,3.9406045297946832,0
4.999413810796919,24323.865903045946,4.460683931737437,0
7.080794504276835,16963.625011737488,4.405385705659032,0
7.080794504276835,20557.240431752216,4.089907689677867,0
3.9060783549561697,32144.79993361832,3.902879711657464,0
6.391353623832183,20965.478308853573,3.92374916929651,0
7.080794504276835,35729.692708630326,3.8556022119167,0
8.692092012708041,24656.23967944457,4.477960248233931,0
8.085759800882219,32653.910360267582,4.068688909481666,0
6.203977702278348,21815.07414790552,5.215689206119035,0
5.058108868565138,34873.9345228707,5.106655774420084,0
7.080794504276835,27420.16742458204,4.620793451653219,0
5.704764776213017,33223.58152874991,4.157533407489738,0
6.21727313516034,19460.38281898756,5.325833445695803,0
8.679934969964185,22984.05095148243,3.873470298448302,0
7.080794504276835,14859.46642428366,4.655916598688822,0
6.897322141100197,25650.777643120266,5.022783630004574,0
3.514545528745279,23029.66361356364,3.762615331099367,0
3.72250048593372,37962.16799126102,3.662837731991359,0
6.455004797496717,24468.0483903546,2.2934314064128625,0
7.316804753880919,31903.399811532247,3.508372649783596,0
1.844538366498842,28689.59577768293,5.013463351103733,0
5.519125656437607,12531.60192106475,3.758995860323916,0
5.976769618087598,27267.981860954154,2.9946710955082176,0
6.395359131671062,23827.275015402887,4.191217514711704,0
6.209642259708484,13116.707711787025,3.612519614946714,0
6.762832521891738,27159.38434523353,4.916579160751283,0
9.91871706385417,21470.27830541328,3.385508443856719,0
10.15544017022192,12652.362978658088,5.002467259922081,0
8.721726710620581,28608.052076372544,2.5550269039968736,0
7.080794504276835,17153.306163452093,4.383921813522324,0
7.080794504276835,29721.91163035013,3.355164642176155,0
6.099646705468387,20416.84099619073,3.172789769152877,0
9.026787719511631,27965.07214592841,2.0190420182011657,0
6.140877556947864,26687.87448333394,5.359460295012964,0
7.077874006530455,23873.378210133666,4.764508264921448,0
5.488314309012512,21485.15319519108,5.066786271784542,0
9.177869865892433,20868.331218998803,3.1087699879134547,0
4.270716194733736,24405.25053495276,3.763905902952325,0
7.348844511550613,11519.046527356591,4.880875156180851,0
8.526169869777789,11837.12335960845,5.083014141516923,0
7.080794504276835,36152.8208993245,3.995973787492761,0
2.612035914817261,34798.25258680311,4.765205370159007,0
8.858401531200467,9624.300462110114,5.525726338121716,0
6.09815652147278,27776.901051693392,3.9773623643299727,0
9.286155021432371,12311.268365978076,5.239981870081682,0
7.875895135481787,12710.249451611751,4.238589203481521,0
7.725332908074757,36477.73811241909,3.7248367036447,0
3.388090610523891,20230.125576951767,2.798600948267049,0
7.080794504276835,28062.64189204036,5.6290156360573285,0
7.183825723393187,14100.968986979937,4.597165511526862,0
10.111976704648654,15331.302691753155,3.425763242173682,0
7.812804388310308,42550.841815771775,6.204846358828904,0
6.877456932576713,27433.587294151766,3.827650071735445,0
7.080794504276835,16367.45837197548,4.664350321001553,0
7.080794504276835,27418.781044480063,4.197595209206819,0
7.521051678672175,26865.37374090525,2.8807853472938367,0
8.550875469289338,28918.419953077177,3.772886607458768,0
10.308477656813704,27653.235184410696,3.285077052469842,0
7.080794504276835,29368.67418405221,5.052736766116998,0
7.371085073209565,24913.83716589005,4.4125895367028125,0
11.180694664461903,16600.392746647067,3.8098416540991424,0
5.033773989751668,34971.80748262682,3.244948477319064,0
7.977635990880497,32170.06916009624,3.552129499701653,0
6.078335836509272,35957.79218259479,4.20158090550856,0
6.242414484103846,28149.41179162288,4.5087050978944845,0
6.063354789891076,14775.14559575291,3.4673369148168574,0
8.129585513966727,27834.21769634046,3.3625371351987914,0
9.56240594378952,13041.829140394102,3.7627198370300334,0
8.167792632308252,27141.36290294348,4.289395484098247,0
8.594416135206476,15791.675351127244,3.568991707976406,0
6.825467900630395,46140.12684950231,3.027449578045163,0
7.861177700998561,25145.02412478556,4.157656628375073,0
4.965773559644967,21802.74489792894,3.4217668494012576,0
6.207432967614718,13442.603471136694,3.549298841293145,0
7.080794504276835,20067.105328107053,4.417559791016322,0
9.76925100608684,8471.67738143048,4.636556195256859,0
9.630665479903348,23641.70256530387,4.920091157959163,0
5.187471605436375,20060.07872720117,3.2032578962619933,0
5.771199049813688,24909.44400956197,4.688959065495114,0
6.579969329401555,17657.08417649328,4.575931871590866,0
4.80115436807586,13556.734397114704,4.418638131667752,0
7.080794504276835,22452.09080786068,4.444350199227698,0
8.46133087400179,34406.77644574729,3.771944146409479,0
8.927078148301744,22821.254376566587,4.60186095914794,0
6.208015539719022,17358.796365042126,4.334615732320451,0
6.128425635295917,9615.832709692548,4.633823861920798,0
7.080794504276835,39906.19027101487,4.35323858897122,0
8.640886408909486,26473.71323896156,5.2631015720413785,0
7.080794504276835,20406.92767150048,4.1025294815021445,0
8.293720110388866,35216.385970173644,3.954715282670768,0
7.080794504276835,26009.07525933065,3.7066017915406855,0
9.489972878325856,15513.740377963157,4.219967522355668,0
7.83097634338162,7695.063934702985,4.588784656948855,0
4.430281211546542,28862.257169818786,4.384565155637755,0
6.129637014813746,30989.94841451828,4.615886181275908,0
7.917049443177883,27192.28056064627,3.659484624888592,0
6.511618075241813,29136.814623869737,4.850433707754168,0
5.32381558430839,37625.75267985834,2.8807218458729342,0
6.769572868656792,11067.181147840996,5.220540269610252,0
5.877974040440475,13652.293199392612,4.0322595038243865,0
9.534021716164196,9472.614920464734,2.7682389284849696,0
